av号,播放量,点赞数,评论数,硬币数,转发数,收藏,标题,标签
79114518,45700,1053,205,660,2175,681,【干货】没圣怎么反制激素刀？,电子竞技 守望先锋 源氏 网络游戏 直播录像 职业选手 
79389217,170098,5334,641,1124,1561,2938,庆余年二皇子刘端端唱歌啦!巨好听！《浓情淡如你》,翻唱 刘端端 二皇子 庆余年 
79320860,59600,2516,276,2089,665,832,年轻的时候，有一部这样的车陪你折腾，真好,汽车 怀旧 GD3 飞度 情怀 GK5 大家车言论 袁启聪 情怀车 
77321633,59330,1254,133,518,110,1442,【要不要买菜】下山 [动态歌詞MV] 无损音质 音乐视频,国语MV MV 精选 单曲 可视化音乐 
78460413,79585,5748,295,417,322,3784,博君一肖｜ 最近gg真的是一锤接一锤要把我们打入地心啊！,明星 博君一肖 CP 糖点 高甜 
78735240,242906,21469,982,8855,196,6717,这部动画披着子供向外皮隐喻七宗罪！评分9.4的《七色战记》好看又可惜！,童年回忆杀 动漫杂谈 喜羊羊 童年 经典 回忆 搞笑 国产动画 莫莫 七色战记 
71577868,2580732,175637,8267,49557,18295,32556,Alan Walker入驻B站,电音 ALANWALKER 艾伦沃克 哔哩哔哩 明星 
78632368,69536,4496,232,427,123,596,盘点影视剧中的各种角色,中国华服日 服饰 汉服 好物种草 时尚 古风 
79122654,1018792,48368,1639,18847,1327,2681,鲍鱼配海参，大sao做一大盆海鲜面，三碗下肚，老婆也太能吃了,美食 吃货 拌面 鲍鱼 大蒜 海参 海鲜面 
79100589,347663,18895,799,2585,386,1815,【浮生一顿饭】杀青！炸裂！欠的女装早晚都要还的！（第三集）,综艺 美食 浮生一顿饭 直播 真人秀 搞笑 娱乐 下饭 
78592105,43078,338,99,96,12,124,当代女大学生六人寝solo翻跳  ICY！！快来快来瞧一瞧2笑678！冲！！,明星舞蹈 舞蹈 全能打卡挑战 KPOP 韩舞 翻跳 ITZY 韩舞翻跳 
77950168,58707,1918,369,1707,270,3611,【17】坏路姬(是你的坏路绮 ♥ ）【李诗绮-AKB48TeamSH】新增竖屏版,舞蹈 明星 明星舞蹈 AKB48TeamSH NMB48 わるきー AKB48 翻跳 
78226594,117753,9108,116,1966,600,12157,【Valeria Lipovetsky】【中字】超有用的九条时尚小窍门，做冬日里最靓的lady。,服饰 搭配 潮流 时尚 分享 时尚穿搭 Valeria Lipovetsky GlamGal 
79234190,2022397,108455,4103,25066,3578,5576,华农兄弟：又到了吃虫子的季节，放点孜然烤一烤，又香又脆，很美味哦,美食 华农兄弟 华农 日常 全能打卡挑战 生活 美食圈 美味 吃货 虫子 
78605294,18631,1670,86,1319,83,1026,【RADWIMPS】还有爱能做到的事吗(愛にできることはまだあるかい)【名古屋吉他女子部】,翻唱 bilibili音乐星计划 RADWIMPS 新海诚 中文字幕 名古屋吉他女子部 名古屋ギター女子部 还有爱能做到的事吗 天气之子 天気の子 愛にできることはまだあるかい 
77230556,682093,9723,517,5023,548,19568,【蛋仙】Girls-打算如何对我？【竖屏】高跟,舞蹈 宅舞 萌妹子 MARIA 高跟鞋 GIRLS 眼镜娘 蛋仙 
79228875,124511,14020,868,2133,459,788,奥力给！中国特战队员抗寒训练雪地洗澡！,星海 中国 军事 解放军 特种兵 特种部队 中国军人 部队 奥力给 
76993362,197881,4196,971,1317,2075,1786,【华为“一碰”黑科技】我已集齐7种一碰：传音、投屏、连WiFi、投屏、多屏协同…,数码 华为 多屏协同 一碰传音 一碰连 一碰传 MatePad 
79637167,1412459,80395,41,38577,13169,12859,【新闻联播】第一艘国产航空母舰！山东舰入列！,航母 航空母舰 央视新闻 海军 
79584375,48730,4112,312,1306,140,755,萌大雨「复古红丝绒妆容」人间富贵花！谁化谁漂酿！圣诞节和年会都给我往si了好看（今儿更新的是不是很早）,美妆 分享 化妆技巧 圣诞妆容 美妆视频 年会妆容 
78251730,81372,4087,84,770,236,1295,用JOJO梗打开刺客伍六七,搞笑 动漫恶搞 全能打卡挑战 恶搞 JOJO的奇妙冒险 JOJO名场面 热血 JOJO梗 刺客伍六七 伍六七 伍六七之最强发型师 
79166364,160588,11572,199,2739,819,3102,宇 智 波 摇,搞笑 搞笑视频 海贼王 火影忍者 火影忍者疾风传 宇智波止水 宇智波鼬 宇智波佐助 宇智波 jojo的奇妙冒险 黑帮摇 
78963628,43198,2857,158,197,116,399,盘点我的汉服种草合集（2）,服饰 中国华服日 汉服 好物种草 古风 时尚 
76738404,53763,5793,245,4394,416,4984,为了02而肝，补帧90秒承包02微笑细节，darling们来欣赏一下02吧！,DARLINGINTHEFRANXX 动画 动漫 国家队 纯剪辑 DARLINGINTHEFRANX 
79196796,43014,313,166,51,11,35,为什么我喜欢Mate 30 Pro的瀑布屏？因为它是这么用滴！,数码 好奇心计划 华为 返回 EMUI 手势 Mate 30 
77934457,120849,4152,297,1015,1966,1988,【鬼畜剧】午 夜 八 铃,鬼畜 自制 鬼畜剧 奥利给 老八 
78727594,71564,6911,420,4628,971,6464,【188男团最后是你】苏炸天渣女音+巨攻气rap——一人成团冲冲冲【管莫书】,翻唱 188男团 水千丞 攻气 全民音乐UP主 rap 最后是你 邵群 
77304831,1087047,6402,1751,876,376,5223,不知道显卡好坏，看了这张图你就明白了,数码 组装电脑 显卡 
79334810,50539,60,100,9,21,8,当屠夫拿到加+80%主属性的70分钟装备，咬死bkb幻刺只需要1秒,DOTA2 电子竞技 幻影刺客 DOTA 电竞 屠夫 
79144060,156398,6624,180,538,528,2220,【央视boys】康辉、撒贝宁、朱广权属于你们的那些年！好多年前的康辉撒贝宁朱广权，你们好帅！,综艺 明星 朱广权 撒贝宁 康辉 央视 娱乐 
76845612,4047296,196163,1728,123833,47641,131594,我 和 你 荡 高 压 线,鬼畜 影流之主 影 流 之 主 我和你荡秋千 荡到了高压线 鬼畜调教 七月七爱恋 联合创作 搞笑 特效 鬼畜素材 巨魔 
79559920,463203,8430,617,279,1323,1300,孩子：打没用，你试试批评吧,搞笑 逗比 搞笑视频 有趣 魔性 孩子 小孩 
78702012,135292,7938,242,5845,303,2198,【定格动画】那些年虐我们的黑魂三,定格动画 黑暗之魂3 娱乐 黑魂 动画 单机 萌新 黑魂3 
78873257,348638,11558,377,6974,2733,3186,你活着补刀就是对我最大的侮辱，韩服最强王者组单杀集锦#4,英雄联盟 游戏赛事 电子竞技 LPL LOL 韩服 王者 
79216123,24171,114,45,7,2,12,一拳超人165话解读：S级英雄除龙卷外全军覆没 世界名画来袭,动漫杂谈 漫画 一拳超人 热血 
79417008,28540,1404,819,252,226,314,【华为获央视年度荣耀品牌】首届中国品牌强国盛典压轴大奖,数码 华为 央视 CCTV 手机 华为手机 
79380127,113430,5888,507,2115,97,1428,无广空瓶记！产品红黑榜！真的好用吗？会回购吗？| 大果子,美妆 好物种草 护肤 种草 产品 学生党 空瓶记 空瓶 空瓶分享 雷品 
78983748,2626851,242939,7382,256655,22254,64983,宣布一下，我有那个陪我一起吃火锅的人了！,美食 姜老刀 生活 日食记 火锅 日常 冬天 酥饼大人 番茄牛尾火锅 
79414096,135024,5923,1119,1526,1598,4679,【周深】191215 许魏洲 周深合唱《我爱他》 燃炸全场 撕裂男声+清亮高音太燃了！,明星 周深 许魏洲 卡布 我爱他 LIVE 音乐 现场 
79329525,77401,2723,214,742,140,768,酷叔告诉你 头发太硬 在家里不会弄怎么办,发型 美妆 头发 
76803398,725143,21897,1051,10123,7560,4621,一个三星拉克丝叫无敌那么两个呢 被称作无情的双生姐妹花,云顶之弈 电子竞技 英雄联盟 创作新秀奖 是在下输了 全能打卡挑战 新人 LOL #创作新秀奖# 3星拉克丝 仙术 6法师 
79349172,38949,3384,234,790,165,400,【沙雕动画】借钱,搞笑 动漫恶搞 创意 原创 剪辑 动画短片 搞笑视频 恶搞 原创动画 自制 借钱 沙雕 
78512082,384585,19091,316,7948,4598,6077,当于谦遇到李云龙   确定不来看一下吗？？？,影视混剪 于谦 亮剑 李云龙 混剪 
75760045,10731,702,49,388,27,350,【丞相】发如雪——诸葛亮的一生 ！全 程 高 能,B站方文山 鬼畜 发如雪 人力VOCALOID 诸葛亮 百万填词 
79067874,62104,2982,190,1015,75,3916,【雨乃】MAMAMOO《HIP》♥️,街舞 舞蹈 明星舞蹈 韩舞 MAMAMOO HIPHOP 
79510094,112158,6315,360,2996,192,1597,【屎O说】仿生游戏废人会梦见电子女友吗？—— 《Loveplus》杂谈（下）,屎蛋 日本 恋爱 爱相随 屎O说 Love Plus 
79088979,12313,440,219,367,9,344,大型铁皮现场！一大包铁皮让你一次吸到爽！,美妆 全能打卡挑战 彩妆 学生党 安利 铁皮 平价 
79274711,42515,1157,102,251,159,630,【撒卿】有点甜,综艺 董卿 撒贝宁 有点甜 
78361731,748079,59473,1681,36166,11313,22981,东莞光明中学X新宝岛（猛男版）X抖肩舞（全程高能！！！）让每个光明学子都成为典范,鬼畜素材 魔性 高能 
79508888,16825,1136,77,115,5,98,【年度总结】学霸开小差能和学渣一样吗？！2019年度期末考试之眼影篇！,美妆 排雷攻略 日常妆 测评 眼妆 国货 种草 美妆博主 眼影 学生党 
79547597,69970,5251,229,454,84,581,10个改变生活的创意发明,科技 
79307733,415314,28744,979,7361,264,3889,我竟成为职业游戏选手！？这也太刺激了叭【喵会长】(*/ω＼*),vlog 30天vlog挑战 正能量 生活 日常 搞笑 卖萌 和平精英职业联赛 沙雕 和平精英 萌妹 
79361963,76728,314,175,27,13,137,显卡竖装了解一下,数码 组装电脑 装机 硬件 外设 
79255683,20034,255,29,17,0,28,成龙历险记八大恶魔——地恶魔地魁,童年回忆杀 童年 成龙 成龙历险记 综漫 
79284872,44107,2374,151,404,765,1112,【央视boys】康辉封面出处版剪辑来了！太帅了！超级甜的剪辑！（康辉个人剪辑）,明星 康辉 全能打卡挑战 央视 饭制 娱乐 
76162025,102771,15438,789,8312,1148,9660,【肖战 | 最美表演】最灵动的角色诠释,明星 肖战 最美表演 电影诛仙 哦我的皇帝陛下 陈情令 演员 
79298823,30675,466,104,102,188,299,库尔斯克的德军在唢呐声中发起了进攻,短片 德国 搞笑 二战 电影 苏军 德军 
79396149,135925,15054,1146,13673,1035,13178,整合运动手书——无人知晓的我们,手书 明日方舟 明日方舟·下城公路赛区 整合运动 剧情向 
79517540,24727,323,59,60,8,100,园子和小兰换上这身衣服后 ，终于知道她俩谁更大了,动漫杂谈 全能打卡挑战 名侦探柯南 二次元 工藤新一 日本动漫 新兰 柯南 动漫解说 经典动漫 
79230251,120304,3338,366,355,68,449,1993年日本版《西游记》，周星驰两次向其致敬，却很少有人看过,童年回忆杀 影评 全能打卡挑战 西游记 电影解说 喜剧 经典 搞笑 童年 孙悟空 影评杂谈 
79410153,505204,6430,320,556,3283,3622,王      猿,搞笑 魔性 全程高能 搞笑视频 
79162392,33766,1814,329,722,357,1167,看完感动哭了，学舞蹈是我们这一生做过最正确的决定！,舞蹈 街舞 零基础 励志 热爱 全能打卡挑战 自制 HIPHOP 
79276544,52208,577,93,11,31,47,猩 红 收 割 者,百万剪辑师挑战 电影剪辑 影视剪辑 影视剪影 剪辑 电视剧 
79099412,62571,3332,1269,1941,265,828,【丧热点10】红米k30 5G到底阉割了什么？频段问题的本质还是一个基建问题，谁来买单？,科学 数码 小米 手机 槽科技 红米 5G 
78680128,11702,864,60,633,52,3348,PR干货新手只需掌握遮罩各种效果任你玩,技术宅 好奇心计划 后期 PR 摄影 视频教程 教学视频 PR教程 教程 野生技术协会 经验分享 
79156831,94428,1613,175,1174,146,2147,【西野七濑】神曲！仅仅一秒，便沦陷于你的眼神,西野七濑 全能打卡挑战 白石麻衣 音乐 乃木坂46 桥本奈奈未 斋藤飞鸟 生田绘梨花 生驹里奈 偶像 
79096628,35503,35,2,0,1,1,杜江凶霍思燕：整天就想着钱！霍思燕的反应，我能看十遍_超清,明星 综艺 真人秀 搞笑 快乐大本营 赵丽颖 偶像练习生 霍思燕 张雨绮 嗯哼 演员的诞生 
78795953,33820,1425,222,927,121,322,【全站首发】华为Sound X拆解！年轻人第一台“帝瓦雷”是如何震撼人心的！,数码 好奇心计划 科普 华为 测评 黑科技 拆解 音箱 智能音箱 影音设备 
79358005,86407,1281,63,182,49,282,《野狼disco》-周淑怡,鬼畜 全能打卡挑战 自制 鬼畜素材 鬼畜调教 哈皮周姐 周淑怡 HAPE 
78270949,125365,9363,385,6596,634,2191,用中国功夫的方式打开博人传第65集（手机拍摄）,百万剪辑师挑战 火影忍者 博人传 火影 鸣人 动漫 
77290732,7796,102,8,34,89,400,【bigbang谎言】舞蹈分解教程,舞蹈 街舞 BIGBANG 编舞 舞蹈教学 原创编舞 谎言 hiphop 
78987242,774957,44697,901,37796,6119,9126,当英雄拥有6000%极限攻速：黎明陀螺索拉卡、厄斐琉斯子弹不够用！,电子竞技 英雄联盟 搞笑 LOL 娱乐 葡萄的叮当猫 
77868924,9291,38,2,2,124,201,原创零基础可爱古典舞《桥边姑娘》,舞蹈 中国舞 原创编舞 深舞形体 广州 深圳 
79410554,17667,1121,76,98,9,84,【年度总结】这个散粉是粉笔做的吗？期末考试之定妆篇！,美妆 排雷攻略 国货 彩妆 种草 日常 测评 分享 学生党 产品 
79280790,7847,573,119,413,63,739,【爱殇】许凯群像超虐合集-|傅恒|顾燕帧|厉尘澜|王陆,明星 从前有座灵剑山 王陆 许凯 延禧攻略 全能打卡挑战 傅恒 虐 招摇 顾燕帧 厉尘澜 
79184220,57867,3391,141,40,24,1050,【博君一肖】互动要不要这么甜呀,明星 博君一肖 CP 剪辑 甜向 混剪 
79340687,244780,14575,260,4522,219,706,对手：新版3星石头人1秒9？,电子竞技 云顶之弈 快乐 网络游戏 BUG 精彩集锦 原创 9光 三星石头人 蓝同学 
77023475,370887,2744,181,120,720,991,你知道这五年我怎么过的吗,魔性 全程高能 
76612854,334972,3947,359,386,407,771,年度彩虹屁！日本人眼中的中国明星~日本综艺花式赞美中国明星,综艺 搞笑 日本 爆笑 李易峰 真人秀 石原里美 日本综艺 吐槽 日本男公关 
77985455,61308,666,101,257,417,1267,【张茜】翻唱曲目《桥边姑娘》,音乐 女声 桥边姑娘 爱音乐 爱剪辑 张茜 
79347216,296591,11591,567,1934,1353,5327,禁 止 套 娃 一 小 时 循 环 版,搞笑 洗脑循环 魔性 恶搞 ps 禁止套娃 套娃 
79483744,140122,4977,1296,2313,821,3294,揭秘！“场景式”拆解令人发指的心理控制 保护自己和ta人免遭恶意PUA 渣男渣女套路分析 良哲别被骗,全能打卡挑战 诱惑 情感 高能 PUA 恋爱 搭讪 生活 套路 渣男 
79356150,254003,15704,775,6270,782,4927,农师傅分享“海鲜面汤底”，无论商用自用都适用，祝大家创业成功,美食 全能打卡挑战 海鲜 烹饪 美食制作 创业 面食 美食圈 美味 商用 
77414905,103777,198,139,8,57,192,背着爸妈做了双眼皮和鼻子，回家差点不认我！！！,美妆 双眼皮 整形 隆鼻 鼻综合 眼综合 
77104156,11897,535,38,132,42,226,菫妃奈小火车,鬼畜 鬼畜调教 菫妃奈 菫妃奈四万粉纪念 
79091787,699278,38664,1755,4744,4565,7256,“中分烫发”的康辉老师你见过吗？,发型 综艺 康辉 主持人 
76864002,260626,2720,544,266,18,732,从前有座灵剑山小说中王陆的四位老婆,全能打卡挑战 从前有座灵剑山 音乐 剪辑 动漫美女 
79296532,13415,333,180,147,16,127,春风250NK购车指南 浅析买车须知 评测250NK,汽车 30天vlog挑战 机械 测评 骑行 街车 摩托 新车 春风 250NK 
79431501,585836,22851,2300,13425,3951,11357,ofo退你押金了么？从估值200亿到欠债36亿，共享单车4年沉浮大复盘，揭秘寒冬下最后一场资本战争【中国商业史02】,科普 好奇心计划 原创 财经 创业 商业 互联网 共享单车 
67798524,1079491,9893,967,1141,1775,3761,【怼谢娜】简直不要太爽，看完整个人都清爽了太多Vol.1,明星 全能打卡挑战 娱乐 快乐大本营 黑历史 搞笑 
79126156,1315027,152913,2066,164267,5537,72245,耗时半年！只需15s！我将从你手中夺走硬币！【火影/踩点/高燃】,MAD.AMV 火影忍者 高燃 热血 鸣人 踩点 MAD 火影忍者疾风传 动漫 新人向 
78950330,497172,25708,1248,6585,11137,7234,柳飘飘的日记,搞笑 搞笑视频 原创 
76861520,179211,376,281,14,496,77,头发稀少？试试脏辫！,美妆 秀场 发型 街头文化 脏辫 潮流趋势 中国新说唱 
79633386,147335,7379,1751,699,593,748,我国首艘国产航空母舰交付海军！山东舰起航之路,航空母舰 军事 海军 航母 国产航母 山东舰 
78221578,251501,8246,846,3473,181,6793,【初投稿】申汤❤AIAIAI❤每帧都是表情包的人工智障汤酱,A.I.Channel 宅舞 舞蹈 VTuber 全能打卡挑战 萌妹子 初投稿 翻跳 爱酱 新人向 
79239920,143179,4118,464,1031,310,1146,玩版本之子只需一点细节和一点反应，你就是版本之子,手机游戏 王者荣耀 电子竞技 游戏视频 花木兰 精彩集锦 
79158831,118932,9578,380,3307,520,9895,没有老祖宗搞不定的事【崩坏3-mmd】一花依世界【大神犬PV付】,手机游戏 全能打卡挑战 崩坏3 伏羲 
70382783,533808,4123,402,469,292,1042,普京钢琴演奏国庆70周年阅兵曲目《钢铁洪流进行曲》,演奏 翻弹 普京 阅兵 钢琴演奏 进行曲 
79482537,56964,1201,136,282,132,1221,鞠婧祎5大让路人垂直入坑的现场，我已经在坑底躺平了！！,明星 鞠婧祎 女神 
79343082,77079,2609,346,1205,483,1743,【官方双语】6000元价位AMD装机新手指南（英伟达/微星赞助）#linus谈科技,数码 LINUSTECHTIPS 辉光字幕组 MSI 装机 AMD 电脑 硬件 教程 Linus Nvidia 
77583492,498349,37178,1047,24625,8332,106941,28天 高效瘦小腿！脂肪型 肌肉型 水肿型 针对训练 漫画腿get,瘦身塑形 瘦腿 运动 健身 塑形 训练 瘦小腿 
78618383,127106,8802,529,735,914,6037,博君一肖～1208物料分析，有糖自行磕吧，大锤备战纷纷现身，看我如何应对，ggdd走花路哦（圈地自萌）（yxh禁止搬运）,明星 博君一肖 bjyx CP 
78901065,6944,332,112,126,13,187,【萱莹_初投稿】来自五年级小学生的宅舞 后期全部自己做哒～,舞蹈 宅舞 宅舞翻跳 双马尾 小学生 宅舞初投稿 
79304316,87829,6638,333,5158,320,4839,【1080P】-《天行九歌》-云墨版-主题曲—原声带,卫庄 百万剪辑师挑战 古风 自制 国产动画 紫女 国漫 玄机科技 天行九歌 焰灵姬 
79322575,49463,3616,164,1783,300,908,【五五开】赌怪少年,鬼畜 全能打卡挑战 卢本伟 UTAU 鬼畜调教 五五开 搞笑 人力VOCALOID 围棋少年 斗地主 
79237688,228077,19684,413,3226,227,772,土味创意广告，别逼一个混日子的女员工去努力！,搞笑 搞笑视频 马小玲 朱一旦 戏精 
78017424,45337,547,358,118,32,135,华为Mate30 pro青山黛使用心得,数码 好奇心计划 华为 手机 MATE 华为手机 
79288018,58173,1067,76,115,202,524,你大爷还是你大爷,电影剪辑 影视剪影 经典 电影 大爷 剪辑 
77937578,93248,2283,85,444,93,2637,人 间 尤 物！请务必备好纸巾！ 你怕是要多出无数老婆！,百万剪辑师挑战 秦时明月 红莲 美杜莎 女神 紫女 天行九歌 焰灵姬 云韵 明珠夫人 
79258390,79641,3090,189,1250,166,5087,【糕糕】超甜????what is love????,舞蹈 明星舞蹈 全能打卡挑战 原创 韩舞 翻跳 twice 韩舞翻跳 
78956279,169611,16916,1336,4667,1776,11362,【博君一肖】共用衣柜最锤铁证曝光！这不是糖点，是糖浆啊！嗑瘟了！,明星 博君一肖 肖战 王一博 CP 陈情令 高甜 
77757216,3263,122,9,106,21,875,你了解每一行代码的本质么？利用汇编挖掘本质【小码哥教育】,C++ 汇编 视频教程 原理 学习 教育 本质 编程 培训 线上课堂 
78481269,24883,359,57,81,159,336,【popping】介绍一下，这位九岁，pop比你大,舞蹈 街舞 bilibili街舞达人赛 SOLO FREESTYLE POPPING 
79300364,147273,3999,381,2279,152,1030,【朱一旦】我的一个酒肉朋友,鬼畜 全能打卡挑战 鬼畜调教 洗脑 人力VOCALOID 朱一旦 朱一旦的枯燥生活 暴发户 一番星 酒肉朋友 
79247468,468565,10407,384,888,1453,800,史上最长游戏id：嘲讽度爆表，对面分分钟想打死你！,趣闻 电子竞技 英雄联盟 攻略 冷知识 新英雄 lol bug 妮蔻 布锅锅 厄斐琉斯 
79480353,10017,1906,500,1917,416,1039,2019张杰未·LIVE巡回演唱会回顾,音乐现场 张杰 
73615670,166593,11704,320,3262,421,4543,jojo摇（爆肝）,JOJO 空条承太郎 二乔 JOJO奇妙冒险 花京院 黑帮摇 
79271357,18743,306,284,37,15,66,价格悬殊4倍，进口与国产纯牛奶，在显微镜2000倍下会有什么不同,趣闻 好奇心计划 原创 冷知识 趣味科普人文 放大 显微镜 微观世界 牛奶 国产牛奶 进口牛奶 
76449606,1016451,28124,1286,5475,1191,1575,简简单单吃一头牛,美食 吃货 美食圈 
79503912,23294,404,50,27,8,35,飞出个未来：在超重力行星，一个枕头相当于68Kg,影评 动漫杂谈 飞出个未来 经典 剪辑 影视解说 综漫 影视 
79225515,138186,13060,1765,12071,2835,8707,【时代少年团】《晴天》cover by宋亚轩,翻唱 宋亚轩 时代少年团 TNT 
76917385,64634,8873,189,3495,1011,8626,【冰秋/忘羡/花怜】天魔策|踩点混剪,魔道祖师 人渣反派自救系统 天官赐福 忘羡 冰秋 花怜 动画 全能打卡挑战 
79061451,1351637,0,3329,25059,2552,9928,这是今天的南京！当警报声响起的那一刻，整个南京城仿佛时间静止了,人文 南京 中国 南京大屠杀 社会 原创 趣味科普人文 城市 
68309369,1536615,149171,2030,128879,14521,80063,电 音 喜 羊 羊,电音 手书 喜羊羊与灰太狼 喜羊羊 国产 BGM 抖腿 国产动画 搞笑 灰太狼 
78566440,700554,20256,1054,7381,13454,12031,【古力娜扎】LOVE SHOT (穷哈),鬼畜 明星 EXO LOVE SHOT 古力娜扎 MAMA 全能打卡挑战 鬼畜调教 音MAD 
78791674,147094,588,238,13,7,133,实拍小区里的高档僵尸车，福特某型号跑车，如今已破败不堪,汽车 原创 赛车 跑车 福特 车位 司机 汽车节目 民生 僵尸车 
78092726,181746,1748,234,164,1377,1199,穷哈哈哈哈哈哈哈哈哈哈哈哈哈睡不着了看一晚了笑一晚上了,明星 古力娜扎 搞笑 2019MMA 清夏 
79139555,1867561,112660,2903,59272,5227,12032,试吃憨豆先生同款鲜活爱尔兰鳌虾！活着吃太鲜美了！！,吃播 美食 刺身 鳌虾 大祥哥来了 海鲜 美食圈 搞笑 
79370682,97023,8604,615,6668,369,3028,《路口》小烟嗓女声翻唱 /cover张震岳,翻唱 全能打卡挑战 女声 COVER 慵懒 烟嗓 
79468505,136367,9265,1403,3264,1725,4382,呐 呐,声优 二次元 萌音 配音 热冷抖 呐呐 呐 桥豆麻袋 
77938993,1728800,107775,5251,74995,7647,25607,国民女神为何捧不起来？硬核分析《奇葩说》胜负得失,综艺 詹青云 奇葩说 李诞 辩论 马东 储殷 许吉如 搞笑 蔡康永 女神 
77412486,421151,18622,1020,11393,4847,8570,宝石Gem本尊发布！《野狼Disco》MV来了！老舅+Giao哥，这谁顶得住！,MV 华语MV 国语MV bilibili音乐星计划 开口跪 RAP 音乐 原创 完整版 中字 
79364528,11795,245,23,41,7,42,青春，鸣佐这么多年了还是这么默契。,火影忍者 剪辑 鸣佐 宇智波佐助 火影 鸣人 
79372874,250301,36021,1790,31119,2872,21699,【三无xHanser】青鸟衔风【忘川风华录】,翻唱 三无 太平公主 hanser 上官婉儿 忘川风华录 青鸟衔风 
79246672,45009,65,20,0,0,11,妈妈凶肖战：你干嘛不跟杨紫谈恋爱！肖战的回答，太搞笑哈哈,明星 综艺 杨紫 搞笑 脱口秀 
79293495,98119,10631,717,4890,493,2520,恭喜AG超玩会！三年征战，成功加冕为王！！,王者荣耀 电子竞技 电竞 梦泪 KPL AG超玩会 老帅 小饭堂 
79509482,299176,12405,765,1204,199,938,【片片】出场自带百度百科，都说完了你还讲个啥啊！史上最接地气武侠剧《剑王朝》,影评 剑王朝 李现 全能打卡挑战 电视剧 古装 武侠 剧情 国产剧 李一桐 
78400964,432478,15072,352,882,1296,3075,隔着屏幕闻到了醋味,吃醋 周淑怡 
78813818,17614,560,209,321,73,643,【日本人の大阪腔教课】大阪弁のなければならない（義務・必要）【へん形の応用】,日语 日本人 日语教程 关西话 大阪 日语口语 关西腔 口语 日语老师 
79524164,138245,6208,2759,3165,587,2413,为什么现在男孩子都开始不追女生了？？！！到底怎么回事啊！！！,好奇心计划 恋爱 情感 撩妹 追女生 两性 
79327544,179046,9939,516,5329,147,1326,《一拳超人》第三季 09.英雄协会全线崩溃，隐藏大BOSS性感登场！（世界名画来了！）,全能打卡挑战 埼玉 一拳超人 一击男 燃 笔墨 一拳超人第二季 
76077328,375123,15891,1070,9178,864,11959,你所不知道的韩国财阀成长史（上）,人文 韩国 历史 原创 趣味科普人文 朴槿惠 财阀 
76460673,2557423,328216,8794,362169,16155,104669,【党妹】罗马街头穿绝美复古裙转圈，外国友人惊叹连连！｜LolitaFashion,服饰 LOLITA FASHION 党妹 时尚 罗马 LOLITA LOLITAFASHION 
76662181,1118365,60823,1274,25298,11014,25995,霓 虹 迪 斯 科 之 主,舞蹈 鬼畜 Disco 电音 影流之主 我和你荡秋千 爱河 鬼畜调教 DISCO 枪弹轨迹 舞曲 自制 REMIX 蒸汽波 
79542707,1455,125,59,126,25,83,【SSSR】如今的我们 - Love Live！OP1【四圣兽宅舞团】,舞蹈 宅舞 COS LOVELIVE 武汉大学 僕らは今のなかで 四圣兽cosplay社 
78585831,48623,4881,629,4934,346,2943,【填词翻唱】曾经我也想过一了百了 | 不管有没有人听 我想我还是会坚持唱下去,翻唱 2019年度音乐UP主选拔 治愈向 MV 女声 抑郁症 中岛美嘉 一了百了 
77393810,83809,6866,475,2479,577,2773,我们为什么可以爱JOJO32年？,JOJO的奇妙冒险 JOJO 荒木飞吕彦 
77957037,49183,1113,37,296,287,2434,【MAMAMOO】《HIP》舞蹈版,舞蹈 明星舞蹈 华莎 KPOP MAMAMOO 玟星 辉人 颂乐 
76090698,1322901,41662,907,5727,1155,5044,老外：永远不要和中国人对狙，因为他们用的是380mm火箭炮,单机游戏 FPS 实况 中国 PLA 老外 战地5 第一人称射击游戏 单机联机 
79280932,264705,15552,640,6806,432,2380,【影视情报局43】中美合拍《哪吒与变形金刚》震惊观众！《神奇女侠2》归来，史蒂夫仍然还活着！,明星 综艺 木鱼水心 金球奖 资讯 中美合拍 哪吒与变形金刚 神奇女侠2 影视情报局 李非凡 
79114292,154150,5149,343,1854,853,1685,旺 角 卡 门,百万剪辑师挑战 经典 西游记 港片 王家卫 刘德华 电影剪辑 张曼玉 旺角卡门 
78810518,8133,505,48,129,21,58,【华农兄弟】那公猪对我说,鬼畜 鬼畜素材 人力VOCALOID 鬼畜调教 葛平 UTAU 
52012946,9944900,533108,25220,249735,121172,731692,世上有几人能活到这短片结束？,科普 人文 尽整没用的 宇宙 双语字幕 生命 自然 高清 文化 三体 科学 
75854679,209929,2672,223,545,674,911,“酷叔 我想从头改变”,美妆 发型 改造 
78733706,158647,18698,704,8966,2227,14746,【博君一肖】旧糖新磕大发现！双人focus/王耶啵！你点什么头！？,明星 博君一肖 肖战王一博 CP向 陈情令 高甜 百万剪辑师挑战 
79077420,153775,10351,1457,5375,2889,12457,美国华裔教授给数学困难户带来新惊喜,科普 学习 数学 教育 解题 美国 教授 奥数 方程式 华裔 一元二次方程 
79294249,26513,400,38,142,42,246,和虎东一起生活的日子 一起吃过的东西、一起玩过的游戏、一起开的餐厅,综艺 宋旻浩 安宰贤 殷志源 新西游记 曺圭贤 姜虎东 表志勋 李秀根 罗英锡 
